第83回,1,6,11,23,26,3
第84回,1,15,29,30,31,16
第85回,9,11,14,20,29,2
第86回,2,8,13,20,24,9
第87回,1,5,12,23,27,14
第88回,4,19,26,27,30,3
第89回,5,7,24,27,29,14
第90回,6,12,14,21,27,15
第91回,8,9,15,18,22,3
第92回,2,3,11,22,30,31
第93回,11,15,22,26,27,8
第94回,16,19,20,26,29,27
第95回,4,5,7,8,31,26
第96回,1,5,6,14,27,17
第97回,6,12,15,19,22,3
第98回,1,2,9,11,20,4
第99回,3,7,10,13,15,26
第100回,11,12,19,20,31,3
第101回,2,10,11,13,26,22
第102回,5,10,11,25,28,23
第103回,10,13,19,21,30,14
第104回,3,4,7,21,30,31
第105回,6,11,14,21,27,20
第106回,3,5,11,12,18,2
第107回,4,8,12,26,27,18
第108回,6,10,20,27,29,19
第109回,3,5,15,19,22,25
第110回,3,7,13,22,27,2
第111回,10,19,24,27,31,6
第112回,5,7,15,26,27,1
第113回,1,2,6,16,28,4
第114回,3,5,6,7,11,8
第115回,10,15,29,30,31,16
第116回,2,7,13,18,23,11
第117回,5,11,12,23,24,3
第118回,2,4,12,20,23,14
第119回,12,14,25,29,30,5
第120回,8,12,14,18,27,24
第121回,5,17,18,24,30,20
第122回,1,8,23,27,28,9
第123回,1,5,6,13,15,21
第124回,5,7,17,19,27,9
第125回,2,21,22,27,29,24
第126回,7,16,18,22,25,21
第127回,8,9,18,29,31,24
第128回,3,6,22,24,27,26
第129回,2,13,20,25,30,12
第130回,3,4,11,17,26,5
第131回,1,9,12,18,21,15
第132回,7,13,17,19,24,18
第133回,4,7,11,18,31,27
第134回,4,5,13,16,18,20
第135回,4,7,8,9,24,20
第136回,5,11,14,18,28,8
第137回,3,15,20,25,28,30
第138回,1,4,21,30,31,16
第139回,14,17,20,26,28,23
第140回,8,9,17,20,29,6
第141回,4,6,9,20,24,16
第142回,10,11,24,25,30,8
第143回,17,18,20,23,26,6
第144回,4,13,14,19,28,5
第145回,13,14,19,24,28,3
第146回,1,6,11,12,18,8
第147回,5,10,21,27,28,2
第148回,2,7,19,26,31,24
第149回,5,6,17,27,28,20
第150回,2,11,16,24,26,4
第151回,4,10,13,14,19,12
第152回,1,2,11,22,30,27
第153回,2,3,8,23,29,6
第154回,2,10,16,19,22,17
第155回,9,10,16,21,23,4
第156回,2,3,13,19,31,15
第157回,1,5,14,18,20,6
第158回,3,14,16,20,31,25
第159回,7,11,16,23,24,13
第160回,4,23,24,30,31,27
第161回,2,3,4,17,19,8
第162回,6,14,17,23,31,20
第163回,1,12,13,16,28,31
第164回,7,9,16,26,30,28
第165回,9,16,24,25,26,20
第166回,8,13,21,24,28,16
第167回,11,19,20,25,26,23
第168回,2,8,11,16,30,17
第169回,8,15,18,25,31,13
第170回,2,7,14,20,22,5
第171回,2,6,9,12,31,17
第172回,1,4,14,21,28,3
第173回,11,18,20,22,29,10
第174回,1,3,8,21,22,2
第175回,8,12,17,19,24,5
第176回,12,14,24,26,30,18
第177回,7,13,17,21,30,20
第178回,3,24,26,28,31,20
第179回,1,7,26,30,31,12
第180回,17,18,19,21,28,22
第181回,1,3,14,16,26,12
第182回,2,10,14,23,24,6
第183回,3,9,13,25,26,7
第184回,2,10,23,30,31,16
第185回,7,19,20,25,28,2
第186回,8,12,20,21,25,22
第187回,4,6,17,24,25,1
第188回,7,16,24,25,28,30
第189回,9,16,22,25,26,3
第190回,4,5,21,27,29,2
第191回,1,6,8,12,13,2
第192回,6,7,10,11,17,3
第193回,6,8,18,20,22,11
第194回,3,6,15,17,23,1
第195回,1,2,6,15,23,21
第196回,2,4,14,21,22,16
第197回,8,18,20,21,31,1
第198回,13,20,21,25,28,14
第199回,1,9,21,26,29,25
第200回,1,4,12,13,18,25
第201回,3,5,23,25,26,17
第202回,6,10,11,18,31,25
第203回,4,10,18,22,25,20
第204回,7,18,22,24,29,9
第205回,3,4,13,14,23,12
第206回,6,8,12,27,31,24
第207回,3,4,10,16,25,7
第208回,6,10,13,16,17,29
第209回,7,17,23,27,29,12
第210回,9,10,18,19,29,21
第211回,9,10,13,18,22,15
第212回,1,5,10,14,30,26
第213回,1,2,3,9,29,27
第214回,2,8,16,18,28,12
第215回,4,15,20,21,28,16
第216回,3,7,13,16,17,2
第217回,2,8,17,19,23,21
第218回,9,16,24,25,29,23
第219回,1,15,17,21,28,6
第220回,9,10,11,21,29,5
第221回,4,8,14,22,26,9
第222回,10,18,21,26,28,9
第223回,4,10,16,19,22,21
第224回,12,16,27,30,31,14
第225回,13,14,18,24,26,16
第226回,4,12,14,26,30,28
第227回,2,4,7,21,30,20
第228回,10,17,21,24,27,2
第229回,12,19,23,24,30,6
第230回,4,16,17,25,26,19
第231回,3,4,10,11,24,28
第232回,3,12,20,24,26,31
第233回,8,14,19,21,29,25
第234回,16,18,22,23,26,2
第235回,5,6,16,17,31,8
第236回,14,17,23,24,29,3
第237回,6,8,17,18,28,20
第238回,13,15,17,22,25,26
第239回,16,18,21,23,27,31
第240回,2,6,14,28,29,11
第241回,1,2,4,13,26,7
第242回,5,12,23,27,31,14
第243回,4,11,15,27,28,1
第244回,6,11,21,22,25,15
第245回,1,10,14,21,28,23
第246回,1,12,15,20,23,4
第247回,7,11,19,27,31,2
第248回,4,13,16,24,29,12
第249回,9,11,12,18,20,7
第250回,1,3,11,12,31,22
第251回,1,3,19,20,23,28
第252回,12,18,24,27,31,22
第253回,1,3,10,21,25,29
第254回,3,7,22,25,29,27
第255回,12,17,20,27,29,18
第256回,5,9,15,16,27,28
第257回,2,9,12,20,31,10
第258回,4,6,9,19,22,5
第259回,5,7,11,12,23,17
第260回,6,7,17,19,23,28
第261回,2,3,5,14,29,18
第262回,5,19,23,27,28,2
第263回,15,25,28,30,31,2
第264回,2,4,7,25,30,15
第265回,1,3,24,26,28,21
第266回,3,8,25,28,31,6
第267回,8,14,15,19,25,31
第268回,17,18,20,27,31,13
第269回,3,7,20,23,29,16
第270回,9,10,11,14,19,21
第271回,6,13,15,24,31,20
第272回,4,16,21,28,29,9
第273回,3,5,7,11,17,23
第274回,7,8,9,16,25,12
第275回,11,16,17,21,22,19
第276回,12,16,19,20,23,11
第277回,4,14,16,19,22,10
第278回,8,12,13,14,24,16
第279回,2,7,19,23,25,11
第280回,4,9,13,15,19,12
第281回,5,7,11,13,21,27
第282回,1,2,18,27,29,13
第283回,11,15,19,20,29,1
第284回,1,5,8,11,18,30
第285回,8,17,19,24,26,16
第286回,14,15,20,22,30,2
第287回,2,7,14,19,21,1
第288回,6,16,21,29,31,18
第289回,5,6,11,24,28,18
第290回,3,8,11,23,30,5
第291回,4,8,21,23,26,22
第292回,2,7,13,25,31,17
第293回,14,15,16,24,25,12
第294回,14,23,26,29,31,28
第295回,8,14,16,17,26,5
第296回,8,14,18,24,29,19
第297回,5,9,18,25,30,31
第298回,8,10,12,15,22,16
第299回,2,9,15,26,31,11
第300回,10,13,16,22,28,7
第301回,5,11,16,26,31,12
第302回,6,7,9,14,20,22
第303回,13,14,16,19,25,1
第304回,3,10,11,14,20,17
第305回,10,11,13,16,24,22
第306回,17,20,23,24,31,11
第307回,2,10,15,21,28,12
第308回,1,13,17,22,27,16
第309回,8,14,17,22,23,1
第310回,6,14,17,24,25,11
第311回,2,17,19,28,29,10
第312回,7,12,17,18,21,11
第313回,1,7,26,27,31,30
第314回,2,7,16,18,20,28
第315回,7,11,15,28,31,14
第316回,24,25,28,29,30,27
第317回,8,10,11,22,23,12
第318回,9,18,19,30,31,16
第319回,3,20,21,22,27,9
第320回,6,7,13,28,30,12
第321回,2,11,18,21,27,15
第322回,5,8,10,28,31,2
第323回,5,15,19,22,27,29
第324回,5,6,13,29,30,17
第325回,8,11,13,15,28,22
第326回,1,3,6,11,25,12
第327回,8,14,19,25,28,16
第328回,1,2,11,12,18,8
第329回,5,14,15,17,29,10
第330回,3,13,15,19,24,8
第331回,6,19,21,29,30,24
第332回,4,9,24,28,29,25
第333回,19,21,22,26,28,24
第334回,7,12,22,23,25,13
第335回,14,16,23,25,31,22
第336回,10,14,20,27,28,8
第337回,4,7,21,22,23,15
第338回,1,3,19,21,27,9
第339回,4,9,11,15,23,26
第340回,10,14,18,23,25,31
第341回,2,5,17,18,26,3
第342回,2,15,24,25,27,9
第343回,6,10,15,27,30,8
第344回,4,9,13,21,23,31
第345回,7,14,16,17,29,18
第346回,4,14,18,26,31,3
第347回,10,11,20,23,27,13
第348回,8,9,11,12,18,23
第349回,3,5,6,7,12,18
第350回,3,9,22,24,28,27
第351回,3,6,11,12,27,26
第352回,5,7,14,17,30,29
第353回,3,13,14,17,25,18
第354回,3,6,17,19,30,1
第355回,8,9,24,27,29,31
第356回,6,11,17,19,22,21
第357回,15,24,26,28,29,16
第358回,4,13,18,27,31,23
第359回,3,11,15,18,19,22
第360回,6,11,20,27,28,5
第361回,2,4,6,12,30,5
第362回,4,17,19,20,31,7
第363回,4,10,12,17,22,16
第364回,5,9,13,20,23,18
第365回,6,10,18,27,28,14
第366回,2,11,14,19,30,3
第367回,4,6,14,19,31,9
第368回,1,8,17,28,29,6
第369回,4,10,23,29,30,31
第370回,10,12,16,26,28,21
第371回,10,12,19,23,31,27
第372回,1,5,22,25,30,12
第373回,3,5,11,12,29,22
第374回,9,17,27,28,29,8
第375回,1,10,20,23,24,16
第376回,7,13,21,25,28,2
第377回,1,12,20,21,30,6
第378回,6,8,15,21,24,5
第379回,2,8,15,19,28,26
第380回,2,11,12,17,31,15
第381回,3,9,19,22,23,21
第382回,7,9,11,14,23,19
第383回,4,7,9,17,31,12
第384回,4,9,15,25,29,5
第385回,6,14,20,24,27,3
第386回,1,3,5,7,23,14
第387回,16,26,28,29,30,11
第388回,4,8,19,27,31,11
第389回,8,11,13,27,30,6
第390回,11,14,23,29,30,20
第391回,1,10,15,30,31,21
第392回,3,13,15,25,30,26
第393回,15,17,18,22,30,11
第394回,2,5,21,27,31,25
第395回,6,21,22,23,31,3
第396回,1,6,21,25,28,22
第397回,1,14,17,24,25,29
第398回,10,17,25,27,31,26
第399回,7,13,23,27,31,8
第400回,12,20,22,24,25,26
第401回,11,13,18,26,30,6
第402回,10,20,22,24,27,8
第403回,2,5,16,30,31,18
第404回,1,8,11,26,28,24
第405回,8,9,13,27,31,17
第406回,5,13,19,28,29,1
第407回,5,15,21,22,31,10
第408回,7,12,22,26,30,4
第409回,2,11,19,27,28,5
第410回,3,10,19,20,31,15
第411回,5,8,12,19,22,11
第412回,1,5,6,9,23,16
第413回,8,14,21,23,29,17
第414回,5,7,10,20,27,21
第415回,11,16,24,28,30,22
第416回,4,6,13,15,22,7
第417回,3,9,12,23,24,22
第418回,13,16,22,27,30,4
第419回,5,12,19,20,27,28
第420回,2,10,13,23,27,18
第421回,11,14,24,28,29,16
第422回,10,12,15,21,27,24
第423回,8,14,16,24,31,7
第424回,3,4,8,11,31,24
第425回,4,10,20,25,28,6
第426回,3,15,17,21,26,29
第427回,9,14,19,20,26,16
第428回,11,20,24,27,29,21
第429回,11,18,22,26,30,20
第430回,3,7,16,18,21,27
第431回,3,12,14,24,25,2
第432回,3,9,14,22,25,12
第433回,1,12,17,20,27,14
第434回,1,6,10,11,22,18
第435回,8,19,22,25,27,6
第436回,7,8,18,21,24,17
第437回,9,13,15,28,31,12
第438回,1,2,10,13,21,16
第439回,10,17,19,21,23,16
第440回,5,12,13,21,30,28
第441回,6,8,19,28,30,17
第442回,5,8,19,24,30,17
第443回,5,17,22,23,30,20
第444回,1,11,17,30,31,13
第445回,7,16,18,26,31,25
第446回,10,11,15,16,17,4
第447回,14,17,20,25,26,8
第448回,1,7,12,17,18,25
第449回,7,8,10,11,20,12
第450回,2,5,8,13,27,26
第451回,3,7,12,14,16,31
第452回,2,12,16,18,30,20
第453回,4,7,12,17,27,24
第454回,2,5,13,20,24,12
第455回,1,10,16,24,26,9
第456回,6,8,10,16,20,2
第457回,2,16,17,22,28,11
第458回,6,8,15,24,31,1
第459回,12,13,26,27,29,2
第460回,10,11,25,27,30,4
第461回,6,12,17,20,26,11
第462回,4,19,22,25,29,27
第463回,12,13,16,21,23,18
第464回,1,12,16,22,28,15
第465回,13,18,21,25,28,7
第466回,15,16,19,20,29,17
第467回,1,2,13,15,23,26
第468回,7,8,13,24,27,10
第469回,5,9,12,16,19,3
第470回,11,15,22,30,31,14
第471回,13,17,20,23,30,28
第472回,4,15,17,20,21,3
第473回,4,5,18,20,26,3
第474回,5,12,14,18,23,11
第475回,8,9,12,14,24,30
第476回,3,10,12,20,24,13
第477回,1,4,13,20,28,31
第478回,3,17,18,22,25,5
第479回,14,22,26,27,29,21
第480回,5,7,18,25,31,23
第481回,3,7,13,16,25,31
第482回,2,16,20,24,29,5
第483回,7,20,23,27,29,25
第484回,1,3,4,19,29,27
第485回,3,8,10,15,31,18
第486回,5,8,20,22,26,19
第487回,15,17,20,22,29,16
第488回,10,15,17,23,29,24
第489回,2,4,9,22,31,17
第490回,7,9,13,21,24,11
第491回,8,10,16,20,23,6
第492回,3,8,9,11,20,18
第493回,1,11,12,13,17,26
第494回,2,10,14,26,28,18
第495回,7,10,22,26,27,5
第496回,4,10,11,22,30,9
第497回,4,21,23,27,28,26
第498回,2,15,20,23,30,3
第499回,2,8,14,15,26,31
第500回,19,20,23,25,28,5
第501回,12,13,16,17,21,22
第502回,2,3,5,13,14,1
第503回,11,18,21,23,27,3
第504回,8,10,24,28,31,9
第505回,5,16,19,20,22,28
第506回,4,14,15,23,24,11
第507回,10,19,26,27,28,2
第508回,3,6,9,14,25,1
第509回,2,13,22,29,30,8
第510回,18,19,21,23,30,25
第511回,13,16,26,28,31,11
第512回,8,14,25,29,30,7
第513回,3,11,18,19,25,8
第514回,15,16,21,25,30,14
第515回,5,21,24,25,26,31
第516回,3,12,14,15,26,5
第517回,12,26,28,29,30,5
第518回,11,16,18,20,27,23
第519回,2,9,25,29,31,4
第520回,2,3,11,14,30,8
第521回,4,9,14,25,26,15
第522回,4,19,22,23,27,31
第523回,8,17,18,19,24,10
第524回,7,10,17,22,24,12
第525回,1,14,21,25,27,6
第526回,4,5,16,21,31,26
第527回,11,13,15,23,25,4
第528回,2,11,14,15,21,8
第529回,5,7,14,16,20,15
第530回,2,3,5,16,19,10
第531回,13,21,22,26,27,19
第532回,5,10,21,27,28,18
第533回,6,13,19,23,31,20
第534回,7,22,25,26,30,4
第535回,18,20,23,24,31,7
第536回,14,18,20,22,24,19
第537回,9,10,27,29,30,5
第538回,8,10,13,20,21,31
第539回,9,18,23,26,29,5
第540回,2,19,22,27,29,6
第541回,1,9,10,16,23,30
第542回,3,9,11,20,27,21
第543回,4,7,17,22,25,30
第544回,3,9,18,29,30,28
第545回,1,15,23,28,29,2
第546回,3,8,19,22,29,20
第547回,5,23,25,29,31,28
第548回,5,6,16,23,29,31
第549回,10,12,19,24,25,14
第550回,8,16,22,28,31,3
第551回,1,2,10,24,31,28
第552回,7,11,14,17,28,29
第553回,2,13,23,24,30,15
第554回,2,6,23,24,28,9
第555回,1,15,18,24,29,23
第556回,4,6,16,17,24,26
第557回,8,18,21,22,28,31
第558回,4,10,16,22,30,27
第559回,2,4,7,11,16,25
第560回,11,13,17,29,30,5
第561回,1,5,6,16,25,18
第562回,2,7,12,15,17,23
第563回,4,5,18,19,30,1
第564回,9,17,19,22,29,6
第565回,18,19,20,28,29,13
第566回,3,8,23,28,30,31
第567回,10,12,20,24,25,17
第568回,8,12,16,24,30,23
第569回,10,17,23,26,28,5
第570回,1,2,5,6,10,8
第571回,9,22,27,28,29,26
第572回,1,6,18,23,29,21
第573回,15,21,22,23,29,5
第574回,3,7,8,13,15,25
第575回,10,16,20,21,27,24
第576回,6,8,10,21,23,18
第577回,5,10,21,24,25,13
第578回,5,11,16,19,30,18
第579回,1,4,15,17,23,8
第580回,1,4,14,15,26,18
第581回,2,6,12,14,30,3
第582回,3,14,22,24,30,10
第583回,1,3,10,11,16,24
第584回,6,9,11,14,22,29
第585回,14,19,23,24,31,29
第586回,1,5,6,10,15,2
第587回,11,17,19,29,30,1
第588回,4,11,18,26,31,13
第589回,3,10,13,22,26,12
第590回,4,7,11,17,19,14
第591回,4,8,9,13,19,12
第592回,5,6,23,25,26,14
第593回,11,14,22,28,29,25
第594回,2,5,10,22,30,12
第595回,7,11,15,20,23,3
第596回,6,9,10,14,27,31
第597回,2,13,16,17,19,29
第598回,4,15,21,26,30,1
第599回,3,7,10,11,29,25
第600回,1,2,3,4,22,13
第601回,10,14,15,16,24,28
第602回,3,14,18,22,25,27
第603回,4,5,26,28,30,15
第604回,2,11,13,22,25,5
第605回,5,6,13,19,28,17
第606回,9,20,23,30,31,1
第607回,7,8,12,18,30,17
第608回,13,19,21,25,29,15
第609回,3,14,21,26,30,25
第610回,3,8,14,17,30,19
第611回,12,18,21,25,30,17
第612回,11,18,24,27,30,4
第613回,2,16,17,20,28,14
第614回,7,16,23,25,30,11
第615回,4,12,13,19,20,10
第616回,7,18,21,27,28,10
第617回,3,9,16,19,28,25
第618回,10,12,14,22,31,23
第619回,4,7,14,20,30,28
第620回,2,14,21,25,31,5
第621回,6,12,18,24,30,9
第622回,13,14,20,25,27,19
第623回,4,9,14,15,26,29
第624回,5,7,11,12,24,4
第625回,19,20,23,26,31,6
第626回,11,12,14,17,26,23
第627回,6,10,14,15,20,19
第628回,1,2,10,17,20,18
第629回,1,3,16,26,29,31
第630回,3,4,16,19,31,14
第631回,3,15,18,20,25,29
第632回,6,14,15,25,26,13
第633回,2,12,19,20,30,13
第634回,6,14,24,27,31,22
第635回,12,13,16,20,29,11
第636回,8,13,21,26,30,3
第637回,1,5,10,15,21,11
第638回,1,16,18,27,30,15
第639回,6,14,20,29,31,22
第640回,6,15,18,28,31,8
第641回,5,11,14,17,22,15
第642回,9,22,26,27,31,28
第643回,9,11,17,19,22,6
第644回,5,13,15,20,27,30
第645回,8,13,18,19,24,11
第646回,3,6,16,30,31,17
第647回,3,6,7,10,21,18
第648回,6,13,18,19,21,26
第649回,3,11,18,19,21,12
第650回,4,11,18,24,26,13
第651回,8,11,15,20,31,18
第652回,2,5,19,28,29,23
第653回,11,16,20,22,30,21
第654回,6,11,22,25,27,2
第655回,7,9,12,14,18,24
第656回,4,10,15,22,23,7
第657回,9,14,18,23,30,10
第658回,7,8,11,15,26,1
第659回,5,9,22,30,31,3
第660回,7,12,15,30,31,18
第661回,2,6,9,19,20,27
第662回,7,9,15,28,31,26
第663回,1,9,10,21,31,23
第664回,6,9,11,16,29,4
第665回,7,12,17,20,28,9
第666回,10,11,17,24,29,26
第667回,8,9,19,26,31,28
第668回,7,9,16,27,29,30
第669回,4,7,8,25,31,14
第670回,4,6,26,27,29,30
第671回,7,14,19,22,27,28
第672回,3,8,20,22,28,5
第673回,6,12,21,24,25,22
第674回,1,2,3,24,25,15
第675回,6,21,27,28,31,20
第676回,4,6,18,22,28,1
第677回,10,16,23,24,30,18
第678回,15,17,21,24,25,20
第679回,5,11,23,29,31,28
第680回,2,3,11,15,24,23
第681回,6,12,17,19,30,9
第682回,4,8,20,25,27,30
第683回,1,7,15,23,26,11
第684回,10,12,13,19,25,7
第685回,8,11,19,21,30,1
第686回,3,5,7,10,18,6
第687回,2,9,17,24,29,22
第688回,4,5,9,15,26,11
第689回,12,13,19,23,25,28
第690回,11,16,22,23,25,9
第691回,3,9,10,20,25,31
第692回,9,13,14,23,31,20
第693回,5,17,21,24,25,3
第694回,5,12,15,16,20,6
第695回,4,19,20,27,28,14
第696回,5,9,15,19,30,6
第697回,5,7,17,25,27,18
第698回,2,3,5,14,24,9
第699回,6,12,21,24,28,15
第700回,6,8,9,21,26,4
第701回,4,8,13,15,26,3
第702回,10,12,13,20,23,4
第703回,3,10,16,28,31,15
第704回,2,11,21,24,25,23
第705回,8,16,18,21,22,27
第706回,4,6,15,16,29,27
第707回,2,11,23,27,29,3
第708回,10,11,20,28,29,1
第709回,2,5,16,17,18,30
第710回,2,15,18,25,26,20
第711回,3,5,10,17,25,22
第712回,3,7,18,27,31,1
第713回,4,13,22,28,31,16
第714回,6,10,20,22,31,1
第715回,2,3,5,9,22,18
第716回,13,18,19,20,24,17
第717回,3,5,14,23,26,1
第718回,2,11,16,19,24,23
第719回,2,9,18,22,27,16
第720回,5,11,17,19,20,15
第721回,3,5,12,15,22,2
第722回,4,6,17,21,30,9
第723回,4,7,9,25,31,18
第724回,7,14,17,22,29,1
第725回,6,11,26,28,30,19
第726回,1,2,16,18,25,7
第727回,4,7,14,16,24,27
第728回,1,9,11,13,28,16
第729回,13,16,17,20,29,11
第730回,3,5,7,14,22,4
第731回,7,9,18,28,30,11
第732回,4,6,16,29,31,9
第733回,5,9,11,18,20,31
第734回,6,8,10,12,13,31
第735回,3,14,16,23,30,7
第736回,2,14,17,20,27,9
第737回,5,12,18,19,23,16
第738回,7,11,14,23,29,19
第739回,1,4,19,24,31,18
第740回,2,4,19,25,28,11
第741回,6,11,12,15,25,10
第742回,3,5,16,26,31,1
第743回,4,15,18,20,30,5
第744回,2,4,5,14,24,19
第745回,3,10,13,14,22,15
第746回,2,10,15,18,20,13
第747回,1,12,23,29,30,9
第748回,2,6,7,11,15,4
第749回,1,11,14,16,30,25
第750回,2,5,9,13,19,24
第751回,7,15,18,19,30,8
第752回,11,23,26,27,31,24
第753回,2,10,20,23,24,26
第754回,11,12,24,25,30,31
第755回,20,21,22,25,27,14
第756回,5,8,9,27,30,11
第757回,12,15,21,25,27,22
第758回,8,14,19,22,24,26
第759回,8,18,23,24,30,4
第760回,1,7,14,25,30,8
第761回,7,14,16,21,31,17
第762回,2,3,8,10,29,31
第763回,3,5,12,14,18,8
第764回,1,2,7,10,11,16
第765回,16,19,20,22,31,26
第766回,5,8,12,16,28,13
第767回,6,8,10,25,31,27
第768回,2,3,23,24,27,10
第769回,3,11,15,22,24,29
第770回,12,18,19,22,30,20
第771回,7,11,22,26,30,27
第772回,11,14,15,21,27,24
第773回,1,2,6,11,26,17
第774回,5,6,9,20,30,31
第775回,5,6,14,24,31,15
第776回,6,14,15,18,31,25
第777回,4,10,20,22,24,21
第778回,10,13,14,26,30,18
第779回,1,8,9,10,13,18
第780回,13,15,16,18,20,7
第781回,2,7,10,21,24,4
第782回,4,7,9,14,21,26
第783回,4,5,10,15,20,8
第784回,14,19,21,25,29,8
第785回,7,21,22,26,28,5
第786回,5,6,21,28,29,7
第787回,11,15,22,26,31,7
第788回,1,21,28,29,30,15
第789回,4,5,11,16,31,19
第790回,11,13,15,19,21,7
第791回,6,16,18,30,31,10
第792回,12,13,15,18,22,28
第793回,6,10,18,20,31,24
第794回,3,4,8,10,31,7
第795回,2,6,11,14,18,1
第796回,3,10,19,21,30,7
第797回,8,9,29,30,31,18
第798回,3,8,10,23,27,12
第799回,1,2,17,19,26,24
第800回,1,19,20,22,25,2
第801回,5,7,20,22,25,17
第802回,5,9,21,29,31,6
第803回,2,4,18,19,27,23
第804回,7,8,9,12,29,26
第805回,8,9,11,17,30,3
第806回,3,11,21,23,28,24
第807回,5,7,13,17,19,3
第808回,8,9,26,27,30,3
第809回,2,8,11,13,25,1
第810回,6,12,15,16,31,17
第811回,8,9,10,13,21,18
第812回,2,16,17,22,25,13
第813回,3,6,9,14,15,17
第814回,2,3,12,25,31,28
第815回,20,21,26,27,28,3
第816回,1,5,7,14,18,12
第817回,1,10,23,27,29,18
第818回,5,9,14,16,18,3
第819回,2,9,14,15,24,13
第820回,8,12,20,21,31,19
第821回,6,8,18,21,23,30
第822回,7,8,10,17,28,4
第823回,6,10,14,18,23,9
第824回,4,16,22,28,29,10
第825回,3,8,12,21,26,19
第826回,1,8,21,23,27,22
第827回,3,4,6,23,31,10
第828回,2,8,11,15,26,3
第829回,8,12,19,23,31,6
第830回,5,6,20,23,29,15
第831回,7,9,17,19,21,3
第832回,9,10,15,19,31,24
第833回,6,9,15,24,28,12
第834回,5,13,21,25,26,2
第835回,1,9,11,23,29,17
第836回,5,15,20,28,29,10
第837回,4,5,9,24,25,31
第838回,4,6,11,12,15,22
第839回,2,6,14,27,30,12
第840回,1,5,11,15,31,8
第841回,5,6,7,13,18,8
第842回,9,18,20,24,25,4
第843回,2,14,23,28,30,26
第844回,3,11,14,22,26,1
第845回,3,10,22,24,30,28
第846回,1,17,27,30,31,8
第847回,7,18,19,21,31,15
第848回,2,3,22,29,31,1
第849回,4,14,17,19,20,26
第850回,1,2,13,15,18,28
第851回,10,19,20,24,31,23
第852回,2,9,15,18,22,12
第853回,6,11,17,18,30,28
第854回,3,16,22,23,31,10
第855回,2,7,17,22,24,25
第856回,1,10,15,24,29,9
第857回,2,4,21,24,28,29
第858回,6,14,15,25,26,22
第859回,13,17,19,28,31,25
第860回,8,9,21,30,31,7
第861回,4,8,12,17,27,3
第862回,3,7,9,13,23,6
第863回,1,2,11,27,28,21
第864回,14,18,26,28,30,8
第865回,3,8,16,17,31,9
第866回,4,16,18,26,28,9
第867回,13,23,24,28,30,31
第868回,1,9,14,25,30,31
第869回,2,14,16,19,30,5
第870回,3,12,22,23,31,24
第871回,4,17,24,27,31,19
第872回,15,16,24,28,30,26
第873回,4,6,10,23,29,3
第874回,6,7,8,22,24,18
